text,label,sentiment,word_count,avg_word_length,original_label,split,text_original,text_clean,token_count,text_length_clean,word_count_clean,avg_word_length_clean
f you wind for breaking my cute new polka dotted umbrella,0,negative,11,5.181818181818182,0,train,f you wind for breaking my cute new polka dotted umbrella,f you wind for breaking my cute new polka dotted umbrella,11,57,11,4.2727272727272725
but dont want susan boyle to win have no idea whos gonna win tho im excited,1,positive,16,4.6875,4,train,but dont want susan boyle to win have no idea whos gonna win tho im excited,but dont want susan boyle to win have no idea whos gonna win tho im excited,16,75,16,3.75
bradiewebbstack see you there too,1,positive,5,6.6,4,train,bradiewebbstack see you there too,bradiewebbstack see you there too,5,33,5,5.8
backstreetboys interesting choice,1,positive,3,11.0,4,train,backstreetboys interesting choice,backstreetboys interesting choice,3,33,3,10.333333333333334
sidelanes me too desperately,0,negative,4,7.0,0,train,sidelanes me too desperately,sidelanes me too desperately,4,28,4,6.25
is taking care of my myspace pets,1,positive,7,4.714285714285714,4,train,is taking care of my myspace pets,is taking care of my myspace pets,7,33,7,3.857142857142857
hurting alot this morning not sure if i can pedal bikes got its service so its another hours before ill give it ago fingers crossed,0,negative,25,5.24,0,train,hurting alot this morning not sure if i can pedal bikes got its service so its another hours before ill give it ago fingers crossed,hurting alot this morning not sure if i can pedal bikes got its service so its another hours before ill give it ago fingers crossed,25,131,25,4.28
needlewerks b is here has been and will always be here the real question is where is count,1,positive,18,5.0,4,train,needlewerks b is here has been and will always be here the real question is where is count,needlewerks b is here has been and will always be here the real question is where is count,18,90,18,4.055555555555555
sitting in starbucks wishing i had internet stupid fredonia,0,negative,9,6.555555555555555,0,train,sitting in starbucks wishing i had internet stupid fredonia,sitting in starbucks wishing i had internet stupid fredonia,9,59,9,5.666666666666667
is watching the logies,1,positive,4,5.5,4,train,is watching the logies,is watching the logies,4,22,4,4.75
just got home goodnight twitter,1,positive,5,6.2,4,train,just got home goodnight twitter,just got home goodnight twitter,5,31,5,5.4
going to clean my nasty car out wish i could afford auto bell right now with the way its lookin and smellin,0,negative,22,4.863636363636363,0,train,going to clean my nasty car out wish i could afford auto bell right now with the way its lookin and smellin,going to clean my nasty car out wish i could afford auto bell right now with the way its lookin and smellin,22,107,22,3.909090909090909
djmrillmatic yayyyy im so happy my background finally worked im so excited tht im kinda gettin the hang of this twitty thingy,1,positive,22,5.681818181818182,4,train,djmrillmatic yayyyy im so happy my background finally worked im so excited tht im kinda gettin the hang of this twitty thingy,djmrillmatic yayyyy im so happy my background finally worked im so excited tht im kinda gettin the hang of this twitty thingy,22,125,22,4.7272727272727275
foxsake i had no tea at all it was a bit too hot for it and our pension charged euro to use the kitchenmmmm marmiiiiiite,1,positive,25,4.8,4,train,foxsake i had no tea at all it was a bit too hot for it and our pension charged euro to use the kitchenmmmm marmiiiiiite,foxsake i had no tea at all it was a bit too hot for it and our pension charged euro to use the kitchenmmmm marmiiiiiite,25,120,25,3.84
photoshop training lolz,1,positive,3,7.666666666666667,4,train,photoshop training lolz,photoshop training lolz,3,23,3,7.0
im afraid my exthdd for backups broken doing verify disk keepin my fingers crossed,0,negative,14,5.857142857142857,0,train,im afraid my exthdd for backups broken doing verify disk keepin my fingers crossed,im afraid my exthdd for backups broken doing verify disk keepin my fingers crossed,14,82,14,4.928571428571429
flumbuget dont work late,0,negative,4,6.0,0,train,flumbuget dont work late,flumbuget dont work late,4,24,4,5.25
studionashvegas flickr but if i actually want people to see them favebook,0,negative,12,6.083333333333333,0,train,studionashvegas flickr but if i actually want people to see them favebook,studionashvegas flickr but if i actually want people to see them favebook,12,73,12,5.166666666666667
just came from google adwords training conference was really awesome need to prepare for tomorrow,1,positive,15,6.466666666666667,4,train,just came from google adwords training conference was really awesome need to prepare for tomorrow,just came from google adwords training conference was really awesome need to prepare for tomorrow,15,97,15,5.533333333333333
justrod extra late but good pick up,1,positive,7,5.0,4,train,justrod extra late but good pick up,justrod extra late but good pick up,7,35,7,4.142857142857143
sauldraws haha oh no its burgundy redish,0,negative,7,5.714285714285714,0,train,sauldraws haha oh no its burgundy redish,sauldraws haha oh no its burgundy redish,7,40,7,4.857142857142857
surrender a happy birthday to him then i understand,1,positive,9,5.666666666666667,4,train,surrender a happy birthday to him then i understand,surrender a happy birthday to him then i understand,9,51,9,4.777777777777778
aliciamedici you do it anyway more days till you see me get stoked,1,positive,13,5.076923076923077,4,train,aliciamedici you do it anyway more days till you see me get stoked,aliciamedici you do it anyway more days till you see me get stoked,13,66,13,4.153846153846154
isillovesmcr wat a shame i havent watched star treknor angels and demonsi would wanna reply to mikeylol wat cha doin btw,1,positive,21,5.714285714285714,4,train,isillovesmcr wat a shame i havent watched star treknor angels and demonsi would wanna reply to mikeylol wat cha doin btw,isillovesmcr wat a shame i havent watched star treknor angels and demonsi would wanna reply to mikeylol wat cha doin btw,21,120,21,4.761904761904762
right my sweets im off in to the garden with a book shall keep up to date form my phone kisskiss xxxxxx,1,positive,22,4.681818181818182,4,train,right my sweets im off in to the garden with a book shall keep up to date form my phone kisskiss xxxxxx,right my sweets im off in to the garden with a book shall keep up to date form my phone kisskiss xxxxxx,22,103,22,3.727272727272727
prateekgupta how lucky it never rains in chennai,0,negative,8,6.0,0,train,prateekgupta how lucky it never rains in chennai,prateekgupta how lucky it never rains in chennai,8,48,8,5.125
ravx im excited for tomorrow i miss you ya little shitster,1,positive,11,5.2727272727272725,4,train,ravx im excited for tomorrow i miss you ya little shitster,ravx im excited for tomorrow i miss you ya little shitster,11,58,11,4.363636363636363
doesnt wanna do first aid tomorrow,0,negative,6,5.666666666666667,0,train,doesnt wanna do first aid tomorrow,doesnt wanna do first aid tomorrow,6,34,6,4.833333333333333
bubblegumneko he i werent out of town,0,negative,7,5.285714285714286,0,train,bubblegumneko he i werent out of town,bubblegumneko he i werent out of town,7,37,7,4.428571428571429
lizluvsjk hey do me a favor can u tell kasey and inluvwithjon and soaps to stop ignoring me i said hi to them twice and nothing,0,negative,26,4.884615384615385,0,train,lizluvsjk hey do me a favor can u tell kasey and inluvwithjon and soaps to stop ignoring me i said hi to them twice and nothing,lizluvsjk hey do me a favor can u tell kasey and inluvwithjon and soaps to stop ignoring me i said hi to them twice and nothing,26,127,26,3.923076923076923
jeenifa ive been fortunate my fave intl artist answered back a couple of times but then again shes not that big,1,positive,21,5.285714285714286,4,train,jeenifa ive been fortunate my fave intl artist answered back a couple of times but then again shes not that big,jeenifa ive been fortunate my fave intl artist answered back a couple of times but then again shes not that big,21,111,21,4.333333333333333
mslafay water or a a a a alcohol lol i had a wine cooler last nite but i dont normally i think its the weather too,0,negative,26,4.384615384615385,0,train,mslafay water or a a a a alcohol lol i had a wine cooler last nite but i dont normally i think its the weather too,mslafay water or a a a a alcohol lol i had a wine cooler last nite but i dont normally i think its the weather too,26,114,26,3.423076923076923
lostinsound gav amp stace is the shit i stuck on the nd series the other night and watched it from start to end rd and last series,0,negative,27,4.814814814814815,0,train,lostinsound gav amp stace is the shit i stuck on the nd series the other night and watched it from start to end rd and last series,lostinsound gav amp stace is the shit i stuck on the nd series the other night and watched it from start to end rd and last series,27,130,27,3.8518518518518516
nuthing im off work sick n board,0,negative,7,4.571428571428571,0,train,nuthing im off work sick n board,nuthing im off work sick n board,7,32,7,3.7142857142857144
raeliving i did hehe,1,positive,4,5.0,4,train,raeliving i did hehe,raeliving i did hehe,4,20,4,4.25
